customer_id,age,gender,marital_status,household_size,education_level,occupation,income_level,location,state,country,proximity_to_branch,transaction_frequency,transaction_volume,transaction_type,atm_usage_patterns,online_banking_activity,channel_preferences,customer_service_interactions,product_engagement,savings_balance,checking_balance,investment_balance,credit_card_usage,loan_history,loan_repayment_behavior,investment_portfolio,credit_score,attitudes_towards_banking,financial_goals,risk_tolerance,spending_habits,interests_hobbies,customer_satisfaction_score,net_promoter_score,loyalty_program_participation,cross_selling_response_rate,inflation_rate,gdp_growth,social_media_behavior,online_shopping_habits,digital_engagement,major_life_events,significant_financial_milestones,survey_responses,preferred_communication_channels,product_feature_requests,risk_assessment_data,credit_risk_indicators
7806,41,Female,Married,1,PhD,Student,Medium,Rural,TX,Australia,Close,10,7010.071102,Purchase,Frequent,Medium,Branch,High,No,24600.30744,16596.31198,77076.0658,1733.93079,Mortgage,Poor,Conservative,609,Positive,Retirement Planning,High,Moderate,Sports,3,2,No,0.526084747,3.962219946,2.710151717,Moderate,Occasional,Medium,Birth of a Child,Starting a Business,Negative,SMS,No,Medium Risk,Warning
7807,23,Male,Married,5,College,Unemployed,High,Rural,NY,USA,Moderate,18,6076.839715,Deposit,Rare,High,Branch,High,No,26890.53788,11485.41105,11957.74649,11046.69245,Personal Loan,Average,Conservative,770,Neutral,Education Funding,High,Moderate,Reading,2,9,No,0.147179326,0.831971747,1.607986313,Low,Frequent,Low,Marriage,None,Negative,Email,No,Low Risk,High Risk
7808,37,Male,Single,2,High School,Employed,Low,Suburban,IL,Canada,Far,9,5069.049382,Purchase,Occasional,High,Branch,High,Yes,29850.35498,18844.86659,57539.67969,9859.725236,Personal Loan,Average,Moderate,435,Neutral,Retirement Planning,Medium,Moderate,Reading,2,1,No,0.173752472,2.682299678,3.641016955,Low,Occasional,Low,Birth of a Child,None,Positive,Email,No,High Risk,High Risk
7809,24,Female,Divorced,5,College,Unemployed,Low,Rural,CA,Australia,Far,5,6772.21393,Deposit,Rare,Medium,Website,Medium,No,47072.1092,19464.29891,67318.8744,8647.707821,Personal Loan,Poor,Moderate,758,Neutral,Education Funding,Low,Moderate,Sports,2,2,Yes,0.002221943,2.851487704,0.984620299,Moderate,Rare,High,None,Starting a Business,Neutral,Phone,No,High Risk,Warning
7810,38,Female,Widowed,5,Master,Employed,Medium,Urban,FL,Canada,Moderate,22,1752.739584,Deposit,Rare,High,Website,Medium,Yes,44839.78474,14837.84575,86472.05649,15255.56352,Car Loan,Good,Aggressive,658,Neutral,Education Funding,Low,Conservative,Cooking,1,4,Yes,0.644498699,3.837703956,2.672450821,Low,Rare,Low,Marriage,Starting a Business,Neutral,Email,No,High Risk,Stable
7811,21,Female,Single,4,College,Self-employed,High,Rural,FL,USA,Moderate,25,4438.050541,Withdrawal,Frequent,Medium,Branch,Low,Yes,28802.38323,1712.660341,37452.52425,6068.520481,Car Loan,Poor,Aggressive,477,Positive,Education Funding,High,Spender,Sports,4,7,No,0.269273601,1.073757967,2.162347936,Active,Occasional,Low,None,Starting a Business,Positive,Email,No,Medium Risk,Warning
7812,31,Female,Widowed,3,Master,Unemployed,Low,Urban,FL,UK,Moderate,9,7527.585049,Transfer,Frequent,Low,Mobile App,High,No,19950.07584,13643.45247,90400.06992,16924.43984,Personal Loan,Poor,Conservative,356,Neutral,Retirement Planning,Medium,Moderate,Cooking,3,4,Yes,0.159978248,2.669612804,2.26126031,Active,Occasional,Medium,Birth of a Child,Starting a Business,Neutral,Mail,Yes,High Risk,Stable
7813,36,Female,Divorced,4,College,Self-employed,Low,Urban,TX,Australia,Far,19,5836.612881,Withdrawal,Occasional,High,Website,High,Yes,31964.7152,19013.94061,83947.7001,3639.422225,Mortgage,Good,Aggressive,812,Positive,Wealth Accumulation,High,Spender,Sports,2,6,Yes,0.254884324,3.767626078,3.530991168,Low,Occasional,Medium,Marriage,Starting a Business,Negative,Mail,No,Medium Risk,High Risk
7814,29,Male,Single,3,Master,Unemployed,High,Suburban,FL,Canada,Close,25,9072.166518,Transfer,Frequent,Medium,Mobile App,Low,Yes,9384.039685,18304.90812,7604.355344,4549.433371,Mortgage,Average,Conservative,350,Negative,Wealth Accumulation,Low,Spender,Music,4,7,Yes,0.010846408,3.314560978,0.172987482,Moderate,Occasional,High,Marriage,Buying a House,Positive,SMS,No,High Risk,High Risk
7815,53,Female,Widowed,2,Bachelor,Self-employed,Low,Urban,TX,Canada,Close,20,4493.233613,Transfer,Rare,High,Mobile App,Low,Yes,38222.17379,4067.408278,62875.49475,5731.481979,Mortgage,Good,Aggressive,822,Neutral,Education Funding,High,Moderate,Sports,4,4,No,0.43890169,3.02824347,2.732775083,Active,Frequent,High,Retirement,Buying a House,Neutral,Phone,Yes,High Risk,Stable
7816,25,Female,Divorced,5,Bachelor,Employed,Medium,Urban,TX,UK,Far,17,1408.572003,Withdrawal,Rare,High,Mobile App,High,Yes,9984.758794,17915.47382,84002.30723,8765.150413,Personal Loan,Poor,Conservative,317,Negative,Retirement Planning,High,Conservative,Cooking,3,0,Yes,0.747573416,4.385930067,2.429623977,Low,Occasional,Medium,Retirement,Buying a House,Negative,Email,Yes,Medium Risk,Warning
7817,27,Female,Widowed,4,Bachelor,Self-employed,High,Suburban,TX,Canada,Far,15,582.715891,Deposit,Rare,Low,Website,Low,No,31141.60641,3231.489117,17759.74625,16699.14959,Personal Loan,Poor,Aggressive,814,Positive,Wealth Accumulation,Medium,Conservative,Music,2,5,Yes,0.910748057,3.79016292,0.133700343,Moderate,Frequent,Low,Retirement,Buying a House,Positive,Phone,No,Low Risk,Stable
7818,30,Female,Married,2,Bachelor,Self-employed,High,Suburban,CA,USA,Close,14,4826.700598,Transfer,Occasional,Medium,Branch,Medium,No,12216.5154,1569.468449,57208.78708,13339.0899,None,Average,Conservative,815,Negative,Education Funding,Low,Spender,Sports,3,2,No,0.246666881,0.578813813,4.754954657,Low,Rare,Medium,Birth of a Child,Starting a Business,Negative,Phone,No,Low Risk,High Risk
7819,31,Female,Married,2,Bachelor,Student,Low,Suburban,NY,USA,Moderate,24,4431.971007,Deposit,Rare,Low,Website,Medium,No,48159.18157,746.1679802,46969.08674,8935.353099,Car Loan,Poor,Aggressive,532,Negative,Education Funding,Medium,Spender,Reading,1,0,No,0.975051934,1.619743354,3.78689973,Active,Rare,Medium,None,None,Positive,Phone,No,High Risk,High Risk
7820,28,Male,Divorced,3,PhD,Unemployed,High,Urban,CA,Canada,Moderate,18,2639.4772,Withdrawal,Occasional,Low,Website,High,Yes,31518.89602,19249.46079,96793.66874,11697.20805,Personal Loan,Good,Moderate,587,Neutral,Education Funding,Medium,Conservative,Music,1,2,No,0.990311415,0.224273589,4.45232837,Moderate,Occasional,High,Birth of a Child,Buying a House,Neutral,Phone,Yes,Medium Risk,Warning
7821,21,Female,Divorced,5,College,Unemployed,High,Suburban,NY,Canada,Far,26,5946.104454,Deposit,Frequent,Low,Branch,High,Yes,45885.46005,4673.475281,3512.387738,7195.547997,Personal Loan,Good,Moderate,627,Neutral,Education Funding,Low,Spender,Travel,1,9,Yes,0.461848693,4.146090117,2.848530654,Active,Occasional,Medium,Marriage,Buying a House,Negative,Mail,No,High Risk,Warning
7822,27,Male,Widowed,3,Bachelor,Unemployed,High,Urban,CA,Australia,Far,14,2576.740201,Withdrawal,Occasional,Low,Branch,High,Yes,43112.47839,3244.067668,69891.82997,5149.427846,Personal Loan,Average,Aggressive,491,Positive,Wealth Accumulation,High,Moderate,Reading,4,0,No,0.666067612,3.458580005,2.893270138,Moderate,Frequent,Medium,None,Buying a House,Neutral,Mail,No,Medium Risk,Stable
7823,30,Female,Divorced,3,PhD,Unemployed,Low,Urban,TX,USA,Far,20,2241.577984,Withdrawal,Frequent,High,Website,High,Yes,34780.75358,4778.919201,33632.11543,14289.94073,Car Loan,Good,Conservative,489,Negative,Wealth Accumulation,Medium,Conservative,Travel,3,8,No,0.448456343,1.206221449,4.745758507,Moderate,Occasional,High,Marriage,None,Negative,SMS,No,High Risk,High Risk
7824,55,Female,Married,2,PhD,Student,High,Urban,NY,Australia,Far,3,6259.958184,Purchase,Frequent,Medium,Website,Low,Yes,29856.45922,13265.0912,3004.619414,3503.927549,Mortgage,Average,Aggressive,301,Positive,Retirement Planning,High,Moderate,Travel,3,8,Yes,0.013733737,1.552419942,1.092485225,Moderate,Frequent,Low,None,None,Negative,Email,Yes,High Risk,Stable
7825,29,Female,Married,3,College,Employed,Low,Suburban,FL,UK,Close,25,9454.928406,Deposit,Frequent,Low,Mobile App,Low,No,45726.30881,3138.937346,70485.35448,1399.297701,Car Loan,Poor,Moderate,347,Positive,Wealth Accumulation,Medium,Moderate,Travel,2,5,Yes,0.166332929,2.587809384,2.763843012,Active,Rare,Low,Marriage,Buying a House,Negative,SMS,Yes,High Risk,Warning
7826,40,Male,Single,1,College,Self-employed,High,Urban,CA,Australia,Close,21,2107.467622,Transfer,Occasional,High,Website,Medium,Yes,25824.1563,12604.35882,6495.9437,16456.26312,None,Average,Moderate,778,Positive,Wealth Accumulation,Low,Conservative,Music,4,6,Yes,0.124006597,1.76646984,0.783990244,Active,Frequent,Medium,Retirement,Starting a Business,Negative,SMS,No,Low Risk,Warning
7827,39,Female,Widowed,5,Master,Self-employed,Medium,Urban,NY,Canada,Far,2,1909.940115,Purchase,Occasional,Medium,Mobile App,Medium,No,40378.27205,411.2378181,48066.08319,13728.00101,Personal Loan,Average,Aggressive,370,Negative,Education Funding,High,Conservative,Cooking,4,1,Yes,0.070992965,3.487105367,4.274814469,Low,Frequent,Low,Birth of a Child,Buying a House,Negative,SMS,No,Low Risk,High Risk
7828,67,Female,Divorced,3,Master,Employed,High,Suburban,FL,Australia,Close,20,5241.567886,Purchase,Frequent,Medium,Branch,Medium,Yes,7171.031286,7886.109477,18376.21385,7791.023144,None,Average,Aggressive,780,Positive,Wealth Accumulation,High,Moderate,Music,4,9,Yes,0.57745212,1.637713354,4.020167488,Low,Occasional,High,Marriage,Starting a Business,Neutral,SMS,Yes,High Risk,High Risk
7829,27,Female,Divorced,3,Bachelor,Self-employed,High,Suburban,IL,Australia,Moderate,21,1282.437593,Transfer,Rare,High,Website,Medium,No,25471.12402,15197.98821,61182.32398,9182.093072,Personal Loan,Poor,Moderate,452,Negative,Retirement Planning,High,Spender,Sports,1,0,Yes,0.785927617,4.544835849,1.638823969,Low,Rare,Medium,Marriage,None,Negative,Phone,Yes,High Risk,Warning
7830,55,Female,Divorced,4,High School,Student,High,Urban,TX,Australia,Moderate,6,3011.471539,Deposit,Rare,Low,Branch,Medium,Yes,23065.67474,5288.793981,47769.824,4213.851489,None,Good,Aggressive,321,Positive,Wealth Accumulation,Medium,Moderate,Sports,1,6,Yes,0.178046082,4.847668763,3.710353256,Active,Frequent,Medium,None,Buying a House,Positive,Mail,No,Medium Risk,High Risk
7831,48,Female,Widowed,5,Master,Unemployed,Medium,Urban,CA,USA,Far,24,9908.522518,Withdrawal,Frequent,High,Mobile App,Medium,No,19799.60546,6806.823848,89563.37076,18928.8051,Car Loan,Good,Aggressive,443,Neutral,Wealth Accumulation,High,Moderate,Cooking,4,9,Yes,0.559426971,1.909746483,4.12899888,Active,Frequent,Low,None,Starting a Business,Neutral,Phone,No,Low Risk,High Risk
7832,61,Female,Married,5,High School,Unemployed,High,Urban,CA,Australia,Moderate,9,8426.330817,Purchase,Rare,Medium,Mobile App,Medium,Yes,10465.16475,2097.634842,15883.02983,19130.25068,Car Loan,Average,Conservative,553,Neutral,Education Funding,Low,Spender,Reading,1,3,Yes,0.532346927,3.563858737,2.017771823,Moderate,Frequent,High,Birth of a Child,None,Positive,SMS,No,Low Risk,High Risk
7833,31,Female,Divorced,3,Master,Student,Medium,Suburban,IL,UK,Far,25,7090.614771,Purchase,Occasional,Low,Mobile App,Low,No,8018.205219,13576.70194,48530.84057,17939.08466,Mortgage,Average,Moderate,828,Positive,Education Funding,Low,Moderate,Cooking,4,1,Yes,0.499926195,4.344411423,0.63881276,Active,Frequent,Low,Retirement,Starting a Business,Negative,Phone,Yes,Medium Risk,Warning
7834,33,Male,Divorced,1,PhD,Unemployed,Medium,Suburban,NY,Australia,Close,1,357.6394913,Deposit,Frequent,Medium,Branch,Medium,No,44382.51309,7044.765042,30926.12936,17640.3526,Mortgage,Good,Aggressive,765,Positive,Retirement Planning,High,Spender,Reading,1,8,Yes,0.140665515,4.812396322,0.513709635,Moderate,Frequent,Low,None,Starting a Business,Neutral,Phone,Yes,Low Risk,Warning
7835,67,Female,Married,4,PhD,Self-employed,Medium,Rural,CA,Australia,Far,29,2724.227982,Withdrawal,Rare,Low,Branch,Low,Yes,26566.7488,3569.619366,88339.52381,16513.29235,None,Average,Conservative,784,Negative,Wealth Accumulation,High,Spender,Cooking,4,2,Yes,0.069201812,1.279110121,3.67062502,Low,Rare,Medium,Birth of a Child,None,Negative,Email,No,Low Risk,High Risk
7836,69,Female,Divorced,1,PhD,Employed,Low,Suburban,CA,Australia,Moderate,15,5739.718156,Withdrawal,Rare,Low,Mobile App,Low,Yes,49198.99369,268.5682035,83567.62944,5867.330092,Car Loan,Poor,Moderate,465,Positive,Wealth Accumulation,Medium,Conservative,Travel,4,9,Yes,0.093609662,0.067098497,0.240883617,Active,Rare,Medium,Marriage,None,Negative,SMS,Yes,Medium Risk,Stable
7837,40,Female,Single,3,High School,Employed,Low,Urban,CA,Canada,Far,1,7131.78099,Withdrawal,Rare,High,Branch,Medium,No,3926.634933,12145.98693,28731.90927,11128.73616,None,Average,Moderate,384,Positive,Wealth Accumulation,Medium,Conservative,Sports,3,3,Yes,0.899821741,4.848704864,2.897890348,Moderate,Frequent,Low,None,Buying a House,Positive,Email,No,High Risk,Warning
7838,41,Male,Married,5,Bachelor,Self-employed,Medium,Suburban,CA,Canada,Close,3,6716.913098,Transfer,Occasional,Low,Mobile App,Low,Yes,40016.27983,9675.769661,95830.31824,11660.75966,None,Average,Aggressive,678,Negative,Education Funding,High,Spender,Travel,1,3,No,0.154972371,2.553898517,3.762616876,Active,Occasional,High,Retirement,Starting a Business,Negative,Mail,No,Low Risk,Warning
7839,40,Male,Married,5,Master,Employed,Low,Suburban,IL,UK,Close,24,1936.071659,Transfer,Occasional,Low,Mobile App,High,Yes,4476.230157,14229.16867,81091.11551,18822.21653,Car Loan,Average,Conservative,581,Positive,Education Funding,Low,Spender,Reading,1,9,No,0.146123112,2.000266895,2.356038111,Moderate,Rare,Medium,Marriage,Starting a Business,Neutral,SMS,Yes,Low Risk,Stable
7840,63,Female,Married,1,Master,Employed,Medium,Rural,TX,Canada,Far,16,4716.234382,Deposit,Rare,High,Website,Medium,No,3206.276331,10210.43828,82402.9566,4971.694601,None,Good,Moderate,555,Positive,Wealth Accumulation,Medium,Conservative,Sports,2,8,Yes,0.140498944,3.033752951,4.439459107,Active,Rare,Low,None,None,Neutral,Email,Yes,High Risk,Stable
7841,69,Male,Single,2,High School,Unemployed,Low,Rural,CA,Canada,Moderate,15,2065.214108,Withdrawal,Rare,Low,Branch,High,Yes,15473.54257,8090.556657,30281.11972,10940.55334,Personal Loan,Average,Aggressive,368,Positive,Wealth Accumulation,High,Moderate,Cooking,3,1,Yes,0.394675692,3.214356112,4.962364372,Active,Rare,High,Birth of a Child,Buying a House,Neutral,Phone,No,Medium Risk,Warning
7842,49,Female,Married,3,PhD,Self-employed,Low,Urban,IL,USA,Far,15,9243.343665,Transfer,Rare,High,Mobile App,High,Yes,45769.06962,17676.03803,88673.91283,3132.766793,Mortgage,Good,Aggressive,704,Neutral,Education Funding,Low,Spender,Music,4,1,Yes,0.333287008,4.07984137,3.879113168,Active,Occasional,High,Birth of a Child,Buying a House,Positive,SMS,Yes,High Risk,Stable
7843,58,Female,Widowed,5,Bachelor,Student,High,Rural,FL,UK,Far,5,5618.414866,Withdrawal,Rare,Medium,Branch,Low,Yes,47148.80001,11003.94776,47120.8,1155.221175,Car Loan,Poor,Aggressive,657,Neutral,Retirement Planning,Medium,Spender,Cooking,3,7,Yes,0.010470208,1.366854789,3.558265937,Active,Occasional,High,Retirement,Starting a Business,Positive,Mail,Yes,Low Risk,Warning
7844,39,Male,Widowed,2,Master,Employed,Low,Urban,CA,Canada,Moderate,10,3963.566786,Withdrawal,Frequent,Medium,Branch,Medium,Yes,12770.75704,16016.77516,36955.69399,3818.067259,Car Loan,Average,Moderate,589,Negative,Education Funding,Medium,Conservative,Reading,1,6,No,0.452263613,4.268997615,2.923846648,Active,Rare,Medium,Birth of a Child,Starting a Business,Positive,Email,No,High Risk,High Risk
7845,43,Female,Widowed,5,Bachelor,Self-employed,Low,Urban,NY,USA,Far,22,9188.385046,Transfer,Rare,High,Mobile App,High,Yes,27895.05064,17430.43285,21200.279,2451.540726,Personal Loan,Good,Moderate,691,Negative,Retirement Planning,High,Conservative,Travel,2,8,Yes,0.679651291,2.545079953,3.124245332,Active,Frequent,Medium,Retirement,None,Positive,Phone,Yes,Medium Risk,Warning
7846,42,Male,Married,5,Bachelor,Student,High,Urban,IL,Canada,Close,11,9049.214329,Transfer,Rare,Low,Mobile App,Medium,No,5120.177607,10393.51766,97017.24231,2571.16352,Personal Loan,Average,Moderate,481,Neutral,Education Funding,High,Spender,Travel,2,9,No,0.382623728,2.976654254,3.695900557,Active,Occasional,Medium,Retirement,Buying a House,Negative,Phone,No,Low Risk,Warning
7847,26,Male,Married,2,College,Student,Medium,Urban,NY,USA,Close,8,5090.595119,Withdrawal,Frequent,Medium,Mobile App,Medium,No,44783.96582,6659.648078,96724.92234,15159.57644,Personal Loan,Average,Conservative,619,Neutral,Wealth Accumulation,High,Spender,Sports,2,5,Yes,0.667951361,1.919783258,2.198344111,Low,Occasional,Low,Retirement,Starting a Business,Neutral,Mail,No,High Risk,High Risk
7848,28,Male,Married,1,Bachelor,Unemployed,High,Rural,TX,Canada,Moderate,15,6899.101159,Transfer,Frequent,Medium,Mobile App,High,Yes,4731.422261,3206.407646,49664.38205,9069.183565,Mortgage,Average,Aggressive,615,Neutral,Wealth Accumulation,High,Spender,Travel,3,9,Yes,0.276638482,0.849489617,4.464405698,Low,Occasional,Medium,Marriage,None,Neutral,Phone,No,High Risk,Stable
7849,20,Female,Single,3,College,Unemployed,Low,Urban,FL,Canada,Close,20,3256.564229,Purchase,Rare,Low,Branch,High,Yes,7939.118973,4968.62002,98045.69928,17372.39929,Personal Loan,Poor,Moderate,394,Positive,Retirement Planning,Medium,Spender,Reading,4,6,No,0.656644818,0.713746034,4.795638205,Moderate,Occasional,High,Marriage,Starting a Business,Positive,Mail,Yes,Medium Risk,Stable
7850,45,Female,Widowed,2,High School,Employed,Low,Urban,NY,Canada,Close,25,3145.867302,Purchase,Rare,Low,Website,Medium,No,13828.02041,2393.302104,86421.51733,4315.922699,Car Loan,Poor,Aggressive,639,Positive,Education Funding,Medium,Conservative,Reading,4,1,No,0.373644269,3.533280519,2.468564605,Active,Frequent,High,Birth of a Child,None,Negative,Mail,No,Medium Risk,High Risk
7851,57,Female,Divorced,2,PhD,Self-employed,Medium,Suburban,CA,Canada,Moderate,12,5540.665654,Purchase,Frequent,High,Website,Medium,No,12416.10299,15095.9723,10134.16973,14159.42296,Car Loan,Good,Moderate,579,Negative,Education Funding,High,Spender,Sports,4,4,No,0.287482589,1.929253189,2.894205061,Active,Occasional,High,Marriage,Buying a House,Negative,Phone,Yes,Low Risk,Warning
7852,57,Female,Divorced,5,College,Self-employed,Low,Urban,IL,Australia,Far,26,8481.78226,Withdrawal,Occasional,High,Branch,Medium,No,21351.72495,6319.565368,74386.09349,6107.756749,Personal Loan,Poor,Aggressive,627,Neutral,Wealth Accumulation,Medium,Conservative,Reading,3,3,No,0.463205304,3.497912156,1.5330482,Active,Frequent,Low,Retirement,Buying a House,Neutral,SMS,No,High Risk,High Risk
7853,63,Female,Married,2,Bachelor,Unemployed,High,Suburban,FL,Canada,Far,4,6011.88315,Purchase,Occasional,Medium,Mobile App,Low,Yes,5807.409968,17624.60378,90008.76455,13423.75218,Car Loan,Average,Moderate,677,Positive,Wealth Accumulation,High,Moderate,Music,3,1,No,0.862539385,2.990845581,0.612240674,Active,Frequent,High,Birth of a Child,Buying a House,Positive,Phone,Yes,Low Risk,Stable
7854,41,Female,Single,3,PhD,Unemployed,Medium,Rural,IL,UK,Moderate,26,4644.486081,Deposit,Occasional,Low,Website,Low,Yes,15696.3212,14215.92227,48556.22998,10340.71123,None,Average,Aggressive,607,Neutral,Education Funding,Medium,Moderate,Cooking,2,1,Yes,0.423529384,2.151280027,3.409963121,Low,Frequent,Low,Retirement,Starting a Business,Positive,SMS,No,Medium Risk,Stable
7855,63,Female,Married,1,Bachelor,Unemployed,High,Suburban,FL,Australia,Moderate,28,6675.00077,Withdrawal,Frequent,Low,Website,Medium,Yes,38285.57604,13306.17225,80407.11608,2955.276994,Personal Loan,Good,Aggressive,394,Negative,Retirement Planning,High,Spender,Music,4,6,Yes,0.502519249,4.208613662,1.314269466,Active,Rare,Low,Retirement,Starting a Business,Positive,Email,No,High Risk,Warning
7856,29,Male,Divorced,1,Bachelor,Employed,Low,Rural,NY,UK,Far,10,8141.69911,Transfer,Rare,Low,Mobile App,Medium,No,19883.14185,5215.078607,17356.4257,18922.06895,Car Loan,Poor,Conservative,415,Positive,Wealth Accumulation,Medium,Conservative,Music,1,6,Yes,0.387557026,0.319516327,3.851897654,Low,Rare,Medium,Birth of a Child,Starting a Business,Neutral,Mail,No,High Risk,Stable
7857,25,Female,Widowed,1,College,Self-employed,Medium,Rural,TX,Australia,Close,16,7894.690451,Transfer,Occasional,High,Website,High,Yes,42510.82826,854.1196854,92980.22968,1219.426324,Personal Loan,Average,Moderate,654,Negative,Wealth Accumulation,Low,Moderate,Travel,2,4,Yes,0.44303674,0.689539846,2.961635133,Low,Occasional,High,Retirement,Buying a House,Neutral,Phone,Yes,Medium Risk,Stable
